Filename852-delno	Pade v menu	CategoryTag	Tag1	Področje	Tag3	Podlaga	Tehnika	Tag6	Tag7	Tag8	Tag9
0613-534-2019_sklep o ustavitvi po ZIN_ukrep po ZP_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-541-2018-5_sklep o ustavitvi po ZIN_ni krτitve_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-553-2018_sklep o ustavitvi po ZIN_ni krτitve_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-553-2019-4._sklep o ustavitvi po ZIN_ni krτitve_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-576-2018-7_sklep o ustavitvi_po odpravi nepravilnosti_30.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-583-2018-11_sklep o ustavitvi po ZIN_ni krτitve_3.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-583-2019_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_23.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-59-2018-6_sklep o ustavitvi po ZIN_ni krτitve_30.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-590-2019_sklep o ustavitvi po ZIN_ukrep po ZP_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-604-2019_sklep o ustavitvi po ZIN_ukrep po ZP_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-614-2019-4_sklep o ustavitvi postopka po ZIN_ni krτitve_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-616-2019-15_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_1.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-628-2018-11_sklep o ustavitvi po ZIN_ukrep po ZP_3.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-664-2018_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-670-2018_sklep o ustavitvi po ZIN_ni krτitve_16.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-675-2018-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-683-2018_sklep o ustavitvi po ZIN_ni krτitve_16.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-711-2019-9_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-730-2019-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_4.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-740-2019-6_sklep o ustavitvi postopka po ZIN_po odpravi krτitve_16.6. 2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-760-2019-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-776-2019-7_sklep o ustavitvi postopka po ZIN_ni krτitve_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-784-2019-4_sklep o ustavitvi postopka po ZIN_ni krτitve_9.6.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-100-2019-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_20.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-12-2019-8_sklep o ustavitvi po ZIN_12.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-122-2018-22_sklep o ustavitvi po ZIN_ukrep po ZP-1_20.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-123-2018-9_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_7.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-144-2019-5_sklep o ustavitvi po ZIN_ni krτitve_14.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-164_sklep o ustavitvi_po odpravi nepravilnosti_17.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-166-2019-5_sklep o ustavitvi po ZIN_ni krτitve_18.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-202-2017-9_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_10.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-21-2019-11_sklep o ustavitvi po ZIN_13.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-29-2017-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_9.7.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-32-2019-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_3.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-34-2018-6_sklep o ustavitvi po ZIN_ukrep po ZP-1_18.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-107-2019-14_sklep o ustavitvi po ZIN_nepristojnost_10.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN						pristojnost IP			
0613-127-2018-13_sklep o ustavitvi po ZIN_ni krτitve_17.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-136-2019_8_sklep o ustavitvi po ZIN_ni krτitve_4.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-155-2019_sklep o ustavitvi po ZIN_ni krτitve_13.06.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-175-2017-38_sklep o ustavitvi po ZIN_ukrep po ZP-1_28.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-194-2018-5_sklep o ustavitvi_ukrep po ZP-1_26.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-34-2018-8_sklep o ustavitvi po ZIN_nepristojnost_7.6.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN						pristojnost IP			
0613-413-2019-5_sklep o ustavitvi_ni krτitve_28.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-486-2018-10_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_7.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-50-2016-21_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_20.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-604-2018-5_sklep o ustavitvi po ZIN_ni krτitve_26.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-638-2018_sklep o ustavitvi po ZIN_ni krτitve_6.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-64-2018-11_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_17.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-666-2018_sklep o ustavitvi po ZIN_ni krτitve_3.6.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-82-2019-8_sklep o ustavitvi po ZIN_ukrep po ZP-1_17.6.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-125-2018-6_sklep o ustavitvi po ZIN_ni krτitve_13.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-204-2018-15_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_13.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-32-2017-16_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_20.5.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-52-2019-14_sklep o ustavitvi_ni krτitve_13.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-57-2018-18_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_28.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-70-2018-14_sklep o ustavitvi po ZIN_ukrep po ZP-1_13052019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-80-2019-20_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_6.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-94-2019-6_sklep o ustavitvi po ZIN_ni krτitve_20.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-95-2019-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_10.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-204-2019-11_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_31.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-212-2019-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_8.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-218-2019-8_sklep o ustavitvi postopka po ZIN_ukrep po ZP-1_21.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-232-2017-5_sklep o ustavitvi_ukrep po ZP-1_9.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-326-2018-7_sklep o ustavitvi_po odpravi nepravilnosti_30052019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-346-2018-5_sklep o ustavitvi_ni krτitve_31052019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-667-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_22.5.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-20-2020-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_9.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0611-177-2020-21_sklep o ustavitvi postopka po ZIN_po odpravi nepravilnosti_30.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0611-36-2020-7_sklep o ustavitvi po ZIN_ ni krτitve_9.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0611-48-2020-10_sklep o ustavitvi po ZIN_ni krτitve_10.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-139-2018-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_10.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-222-2019-16_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_11.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-262-2019-48_sklep o ustavitvi po ZIN_ukrep po ZP_11.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-492-2019-13_sklep o ustavitvi po ZIN_ni krτitve_2.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-492-2019-14_sklep o ustavitvi po ZIN_ni krτitve_2.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-564-2018-14_sklep o ustavitvi po ZIN_ni krτitve_11.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-644-2019-19_sklep o ustavitvi po ZIN_ ni krτitve_10.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-681-2018-15_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_12.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-692-2018-7_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_11.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-710-2019-4_sklep o ustavitvi po ZIN_ukrep po ZP-1_2.3.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-239-2018-8_ sklep o ustavitvi_ni krτitve_5.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-25-2019-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_26.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-63-2019-5_sklep o ustavitvi po odpravi krτitve_21.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-64-2019-5_sklep o ustavitvi po odpravi krτitve_22.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-8-2019-5_ sklep o ustavitvi_ni krτitve_11.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-116-2018-12_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_13.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-153-2016-15_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_20.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-155-2018-7_sklep o ustavitvi  po ZIN_po odpravi nepravilnosti_18.2.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-21-2019-11_sklep o ustavitvi_ni krτitve_20. 3. 2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-211-2016-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_21.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-233-2017-41_sklep o ustavitvi po ZIN_ni krτitve_13.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-234-2018-8_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_14.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-308-2017-10_sklep o ustavitvi po ZIN_ukrep po ZP-1_6.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-355-2017-13_sklep o ustavitvi po ZIN_ni krτitve_15.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-357-2017-14_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_15.3.19.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-44-2019-5 - sklep o ustavitvi po ZIN_ukrep po ZP-1_18.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-448-2018-15_sklep o ustavitvi po ZIN_ukrep po ZP-1_11.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-523-2018-7_sklep o ustavitvi po ZIN_ni krτitve_1.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-523-2018-8_sklep o ustavitvi po ZIN_ni krτitve_1.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-577-2018-5_sklep o ustavitvi po ZIN_ni krτitve_11.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-85-2019-9_sklep o ustavitvi_ po odpravi nepravilnosti_29.3.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-135-2018-5_sklep o ustavitvi po ZIN_ni nepravilnosti_13.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-162-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_21.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-306-2018-9_sklep o ustavitvi_po odpravi nepravilnosti_11.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-67-2019-23_sklep o ustavitvi po ZIN_ukrep po ZP-1_22.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-69-2018-11_sklep o ustavitvi po ZIN_po prostovoljni odpravi krτitve_13.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-9-2018-5_sklep o ustavitvi_po odpravi nepravilnosti_12.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-99-2019-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_8.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-423-2018-8_sklep o ustavitvi_ni dokazov_6.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-467-2019-13_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_11.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-524-2019-5_Sklep o ustavitvi po ZIN_29.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-555-2019-11_Sklep o ustavitvi po ZIN_po odpravi nepravilnosti_11.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-591-2019-8_sklep o ustavitvi po ZIN_19.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-632-2019-11_sklep o ustavitvi po ZIN_11.11.2019.docx.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-633-2019-4_Sklep o ustavitvi po ZIN_ni krτitev_11.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-639-2019-5_sklep o ustavitvi po ZIN_nepristojnost_30.10.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN						pristojnost IP			
0613-647-2018-11_sklep o ustavitvi_ukrep po ZP-1_5.11.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-668-2019-5_sklep o ustavitvi postopka_prekrτek neznatnega pomena_11. 11. 2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-681-2019-5_sklep o ustavitvi postopka po ZIN_ni krτitve_18. 11. 2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-723-2019-7_sklep o ustavitvi po ZIN_ni krτitve_4.12.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-100-2020-26_sklep o ustavitvi postopka po ZUP_krsitev odpravljena_16. 11. 2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-105-2020-9_sklep o ustavitvi_ukrep po ZP-1_30.10.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-127-2020-12_sklep o ustavitvi_ukrep po ZP-1_30.10.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-162-2020-9_sklep o ustavitvi po ZIN_ni krsitve_12.11.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-172-2020-7_Sklep o ustavitvi po ZIN_4.11.2020.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0610-200-2020-5_sklep o ustavitvi po ZIN_ni krsitve_22.10.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
